Datetime,Tweet Id,Text,Username,Like Count,Reply Count,Retweet Count,Country
2020-05-06 14:58:10+00:00,1258048415256248321,A unique comms system to connect ICUs and a ventilator assembly line for #coronavirus patients - just two of the incredible developments by the @IDF's Intelligence Branch's tech unit that I saw on my visit today. Thank you for your round-the-clock dedication to #Israel's security https://t.co/mLmj1dTdu8,PresidentRuvi,103,4,23,Israel
2020-04-30 15:43:32+00:00,1255885505402675200,"Speaking to @NYGovCuomo about the #coronavirus crisis and the tough times New York State and NYC, including our brothers and sisters in the #Jewish community, are going through. We stand with them all and will carry on working together to fight this terrible disease. 
@NYGov",PresidentRuvi,92,8,21,Israel
2020-04-16 13:44:46+00:00,1250782186824970240,"Important meeting today with FM @KahlonMoshe and UN MEPP Special Coordinator @nmladenov, together with @cogatonline @IDF. We were briefed on the current situation of joint resources and thinking with the Palestinians to halt the spread of #coronavirus, which knows no boundaries. https://t.co/g63dXDCt8O",PresidentRuvi,40,7,10,Israel
2020-04-05 10:34:25+00:00,1246748018180796416,"Selling #Pesach chametz today with Sephardi Chief Rabbi of #Jerusalem Shlomo Moshe Amar, I spoke out strongly against the criticism of the ultra-Orthodox community. We must not make false accusations about the spread of #coronavirus based on the bad actions of a few individuals. https://t.co/7Mt1Wfhcyd",PresidentRuvi,59,5,20,Israel
2020-04-02 16:57:35+00:00,1245757282673197062,"Speaking today with President @EmmanuelMacron, UN Special Coordinator @nmladenov and British Ambassador to #Israel @FCONeilWigan, I said that international cooperation is crucial in our battle against #coronavirus. https://t.co/u6DL12s4zv",PresidentRuvi,51,6,14,Israel
2020-03-29 10:54:24+00:00,1244216329504243719,"Speaking to the Minister of Health and PMO today following the @IsraelMOH decision to move the elderly and frail, including Holocaust survivors, from their hospital beds to care for #coronavirus patients. The decision should be reconsidered. We must not abandon our elderly.",PresidentRuvi,56,5,16,Israel
2020-03-29 09:56:33+00:00,1244201771037327360,"I sent messages for the speedy recovery of HRH Prince Charles @ClarenceHouse, PM @BorisJohnson, HSH Albert II and PM Serge Telle of #Monaco who have contracted #coronavirus, which ignores national borders. International cooperation is vital to beat it. Together, we will overcome.",PresidentRuvi,134,18,29,Israel
2020-03-27 11:34:47+00:00,1243501719784501250,"Speaking today to the presidents of #Austria, #Cyprus and #Geece about #coronavirus , I wished their citizens good health and heard how the countries are dealing with the spread of the virus. They expressed their support and solidarity with #Israel. We appreciate your friendship!",PresidentRuvi,103,10,20,Israel
2020-03-26 11:06:34+00:00,1243132229422845953,"Meeting with #Egypt's ambassador to #Israel in light of #coronavirus, I said that Israel will cooperate in any way with Egypt and the peoples of the region in the fight against the disease. https://t.co/oMp2VdiZdr",PresidentRuvi,155,6,43,Israel
2020-03-24 13:50:20+00:00,1242448668235575297,"Speaking today with the president of #Croatia, who took office in January, I said I was sorry that #coronavirus was our first occasion to talk. I thanked him for the assistance in getting 70 #Israeli students back home and stressed our strong and important bilateral relations.",PresidentRuvi,58,2,13,Israel
2020-03-24 13:49:34+00:00,1242448476014874624,"Speaking today with the president of #Czechia about #coronavirus, I said #Israelis are standing with #Czechs in solidarity. The spread of the disease and steps taken by both governments are similar. Both peoples knew how to overcome past challenges and will know how to rebuild",PresidentRuvi,31,2,2,Israel
2020-03-24 10:51:28+00:00,1242403653815762945,Excellent meeting with my friend  Minister of Defense @naftalibennett. Long discussion about #Israel's preparations to combat #coronavirus and the solutions our people are working on so our emergency forces can work to the best of their ability. https://t.co/Pcmkv7SHWT,PresidentRuvi,44,5,13,Israel
2020-03-23 12:58:00+00:00,1242073107973750784,"Meeting with Minister of Labor, Social Affairs and Social Welfare Ofir Akunis about #coronavirus. For many, staying at home for a long period of time is difficult and domestic violence is a particular problem. Thanks to all the teams helping those in need at this time https://t.co/kMmu1vezME",PresidentRuvi,24,6,5,Israel
2020-03-23 10:53:41+00:00,1242041825596227584,"Speaking with President @dodon_igor of #Moldova about #coronavirus today, I thanked him for helping over 800 #Israeli students leave the country and agreed to continue our cooperation to fight the virus.",PresidentRuvi,40,5,6,Israel
2020-03-22 15:08:27+00:00,1241743549546233857,"Speaking with the President of #Armenia today about the #coronavirus, we discussed possible cooperation and information exchange about how our health systems are dealing with the disease.
@armgov",PresidentRuvi,27,6,6,Israel
2020-03-22 15:05:48+00:00,1241742882136109057,"Speaking today with King Felipe of #Spain about #coronavirus, I told him we in #Israel are with the Spanish people as they deal with its spread. I thanked him for the cooperation of the Spanish airports in helping Israelis get home from South and Central America. 
@CasaReal",PresidentRuvi,363,15,89,Israel
2020-03-19 16:59:34+00:00,1240684351836303362,"I spoke today with the presidents of #Germany and #Italy to support their fight against #coronavirus in their countries. We Israelis identify with them from here. We need concerted international campaign

Cartoon credit: Shay Charka / The Israeli Cartoon Project
@Qurinale https://t.co/d1S3td7JYA",PresidentRuvi,257,13,69,Israel
2020-03-17 16:25:30+00:00,1239951000934453253,"With every update on the spread of  #coronavirus that we hear from around and the world we also think of you, our family abroad, and pray that you are staying strong, united, healthy and well.

https://t.co/KTbC1pjwwi",PresidentRuvi,173,6,73,Israel
2020-03-08 13:28:15+00:00,1236644902433435650,"Meeting with Minister of Health Yaakov Litzman, director-general of the ministry and the @IsraelMOH team who updated me on those who have #Coronavid19 and the steps to contain its spread in #Israel. Thank you for your dedication and great care for the welfare of all Israelis https://t.co/hShoB2eVeV",PresidentRuvi,39,10,7,Israel
2020-02-10 11:57:42+00:00,1226837644459610113,"I spoke this morning with Ofer in #China. His Facebook posts from #Wuhan fill our hearts with prayers this difficult time ends soon. I sent him and his family hugs from us all. We pray a return to normality. 
We are with you, dear Ofer. We are with you, dear people of China. 🇮🇱🇨🇳 https://t.co/m5YnEZUoDd",PresidentRuvi,100,7,19,Israel
2021-03-04 07:02:29+00:00,1367369840701239296,"Got my first dose of the vaccination against COVID-19 this morning. Thanking sister Ramya PC, for her care and professionalism. Fortunate to be in India, where development and dissemination has been prompt and affordable. #vaccinated https://t.co/4ejylZdv1U",nsitharaman,8905,233,865,India
2021-02-24 17:34:04+00:00,1364629680872022023,"Thank you for recognising India’s efforts during the pandemic. 
@PMOIndia @narendramodi had said “India recognises and values the work of GAVI, that is why it became a donor to GAVI while still being eligible for GAVI support.”

Looking forward to working with you, going forward. https://t.co/tvtfWKiCP5",nsitharaman,1300,148,255,India
2021-02-24 09:13:07+00:00,1364503613498818561,"Today marks 2 years of PM-Kisan Samman Nidhi. Over 11 cr farmers, each, receive an income support of ₹6000/year. Even through the pandemic, through Direct Benefit Transfer (DBT) all 3 instalments amounting to Rs 58,600 crore was released by 25th Dec ‘20.

#KisanKaSammanPMKisan https://t.co/pJ90nOskVo",nsitharaman,1158,127,321,India
2021-01-16 05:21:21+00:00,1350312159704539137,"Leading from the front in addressing the challenges of #Corona, @PMOIndia @narendramodi extended unwavering support for vaccine development and production in India. As a result today, we see across India, a rollout of #COVID19Vaccination 
#SabKaSaathSabKaVikas
#AtmaNirbharBharat https://t.co/F6v08rO96e",nsitharaman,710,104,214,India
2020-12-29 01:59:38+00:00,1343738418069553152,"An account of how ⁦@PMOIndia⁩ is leading us from the front during the pandemic.
“Responding swiftly to each trial thrown up by the war against Covid, Modi displayed a firm belief in optimising social capital and in the power of the collective.” https://t.co/16CpCobfcy",nsitharaman,1567,252,302,India
2020-11-30 12:37:28+00:00,1333389684160958464,"8. But in recent past we see the basis for protest is not the policy decision but doubts &amp; rumours. False propaganda- the decision is okay but going forward somethings may happen- is spread.
Fear is being spread about what’s not happened &amp; that which will ever happen. #FarmLaws",nsitharaman,592,17,119,India
2020-11-30 12:37:26+00:00,1333389675596111874,4. We had promised that we’ll stop blackmarket in urea and we’ll ensure it’s adequate supply. In the past 6years we ensured that there were no shortages. Even during the lockdown there were no difficulty. #FarmLaws,nsitharaman,423,4,93,India
2020-09-26 15:50:03+00:00,1309882938595500032,Marking 75 years of @UN @PMOIndia addresses the General Assembly. Recalls the transformational changes in the last 6 years that positively changed our lives. Calls for reforms to the @UN. Commits that our vaccine production and distribution systems will benefit #mankind. https://t.co/xZxoIbwXAJ,nsitharaman,1432,77,286,India
2020-08-22 10:27:31+00:00,1297118194209968128,"The C&amp;AG Report No 20 of 2019...Defence Offset Performance was scheduled to be tabled in the Parliament during budget session (2020). The session ended, before date, due to COVID. Now the report will be placed in the next session. The contents will be known only after that.",nsitharaman,6262,365,1176,India
2020-08-03 11:33:17+00:00,1290249377244618757,"@BSYBJP Good to see your message Hon. CM @BSYBJP avare.  Appreciate your well-meaning advice to everyone to take all precautions against #coronavirus.
My prayers for your speedy recovery.",nsitharaman,603,7,30,India
2020-07-08 07:41:53+00:00,1280769055712919553,The Cabinet under the leadership of @PMOIndia @narendramodi gave approval for extending #PMGKAY - Garib Kalyan Anna Yojana upto end November. 81.09 crore people would rightly get free food grains (5kg/person) for 8 continuous months. #coronavirus,nsitharaman,7016,256,971,India
2020-07-04 16:48:41+00:00,1279457113681489921,"Karyakarta of @BJP4India in the service of the nation during the #Corona pandemic. 
Today’s review in the presence of @PMOIndia @narendramodi and adhyaksh @JPNadda included @BJP4Assam @BJP4Bihar @BJP4Delhi @BJP4Rajasthan @BJP4Maharashtra @BJP4Karnataka and @BJP4UP https://t.co/5MuXNmC89I",nsitharaman,607,32,95,India
2020-07-04 15:53:04+00:00,1279443118006231041,"During the #Corona pandemic @BJP4India and all state units undertook service for the poor and the needy. Cooked food, ration, medicines, face mask, migrant care were provided. @PMOIndia @narendramodi and adhyaksh @JPNadda reviewed the activities 7 states. #SevaHiSangthan https://t.co/s5zgXOj4xy",nsitharaman,5146,150,571,India
2020-06-09 02:48:41+00:00,1270186023251636229,Lockdown helped avert 3 million deaths in Europe: Study - The Hindu BusinessLine. ⁦@MoHFW_INDIA⁩ ⁦@mygovindia⁩ ⁦@PIB_India⁩ ⁦@NITIAayog⁩  https://t.co/6N7QR8i81t,nsitharaman,694,67,125,India
2020-06-02 11:53:18+00:00,1267786364730454016,"Addressing #CIIAnnualSession2020 @PMOIndia said that India has left the lockdown and has entered #Unlock1. This is become possible because when across the world #Corona was spreading, at the right time India took the right step in the right way. @PMOIndia",nsitharaman,1884,155,247,India
2020-05-20 08:22:12+00:00,1263022197720801280,"Nirmala Sitharaman interview: FM speaks on coronavirus India lockdown, Atmanirbhar Bharat Abhiyan economic package.. ⁦@IndianExpress⁩  https://t.co/FGoZPQbP5D",nsitharaman,1287,170,244,India
2020-05-12 16:50:42+00:00,1260251065271775233,"Indian economy has acquired strength in its various dimensions. Now, we can confidently engage with the world. We aim at overall transformation &amp; not incremental changes. We shall convert the pandemic challenge into an opportunity. #AatmanirbharBharat will integrate not isolate.",nsitharaman,2671,137,487,India
2020-05-12 14:37:40+00:00,1260217585229955073,"India has to become #selfreliant. This pandemic has provided an opportunity for us to make the 21st  century an Indian century , says @PMOIndia @narendramodi",nsitharaman,1943,72,323,India
