Datetime,Tweet Id,Text,Username,Like Count,Reply Count,Country
2020-12-12 13:03:00+00:00,1337744763328450561,"Climate change CAN and MUST be stopped. As we mark 5 years since the #ParisAgreement, I call on States to update and strengthen their national climate targets. Join #MidnightClimateSurvival🕛 and help us #RecoverBetter for a healthy planet. ",mbachelet,227,42,Chile
2020-12-11 18:19:00+00:00,1337461899017895936,"En todo el mundo, la discriminación racial es una violación de los derechos humanos. Para #ReconstruirMejor, la cultura del privilegio debe ser reemplazada por la igualdad, el respeto y los #DerechosHumanos.",mbachelet,341,79,Chile
2020-12-11 17:19:23+00:00,1337446897087344643,"Worldwide, racial discrimination is human rights violation. To #RecoverBetter, we must replace cultures of privilege with equality, respect and #HumanRights.",mbachelet,317,73,Chile
2020-12-10 14:30:00+00:00,1337041883672027138,"Este #DíadelosDerechosHumanos es un llamado a la acción para aprovechar la oportunidad de construir el mundo que queremos:
⏩ Acabar con la discriminación
⏩ Luchar contra las desigualdades
⏩ Fomentar la participación
⏩ Alcanzar los ODS

Juntos podemos #ReconstruirMejor! ",mbachelet,436,108,Chile
2020-12-10 13:38:41+00:00,1337028967673556992,"This #HumanRightsDay is a call to action for all of us to seize the opportunity to build the world we want:
⏩ End discrimination
⏩ Fight inequalities
⏩ Encourage participation
⏩ Achieve the SDGs

Working together, we can #RecoverBetter. Join me and #StandUp4HumanRights ",mbachelet,522,71,Chile
2020-12-09 17:40:00+00:00,1336727309236260874,"Si se hubieran establecido protecciones sociales y económicas adecuadas para una proporción mucho mayor de la población mundial, no estaríamos en el lugar que estamos hoy.

Las desigualdades y la discriminación perjudican a todos.

#StandUp4HumanRights",mbachelet,691,123,Chile
2020-12-09 16:31:00+00:00,1336709944448520195,"Had adequate social and economic protections been in place for a much higher proportion of the world’s population, we would not be where we are today.

Inequalities and discrimination harm everyone.

#StandUp4HumanRights",mbachelet,216,40,Chile
2020-12-09 15:02:00+00:00,1336687547209150464,"Reparar el multilateralismo será esencial para #ReconstruirMejor. Los líderes deben reconocer que, más que nunca, nuestro mundo sólo puede hacer frente a los desafíos globales a través de la cooperación internacional.

#StandUp4HumanRights",mbachelet,182,41,Chile
2020-12-09 13:50:00+00:00,1336669427283226627,"Repairing the frayed system of multilateralism will be essential to #RecoverBetter. Leaders need to recognize that, more than ever, our world can only meet global challenges through global cooperation.

#StandUp4HumanRights",mbachelet,165,39,Chile
2020-12-09 12:22:00+00:00,1336647281311805442,"#COVID19 nos ha dejado expuestos, vulnerables y debilitados. Pero, nos ha aportado también una visión clara para convertir el desastre en una ocasión para reajustar nuestras prioridades y mejorar las perspectivas de un futuro mejor: defendamos los #DDHH para #ReconstruirMejor.",mbachelet,502,73,Chile
2020-12-09 10:54:19+00:00,1336625217427353607,"#COVID19 has left us exposed, vulnerable, and weakened. Yet, it has also provided clear insights on how we can turn disaster into an opportunity to reset our priorities and improve our prospects for a better future: #StandUp4HumanRights to #RecoverBetter. ",mbachelet,236,35,Chile
